"id","이름_한글","이름_영문","도수구간","최소도수","최대도수","스타일","베이스","맛단계","잔","계절","재료_원문","재료_목록","맛","분위기","제조단계수","제조순서","제조단계_출처","추천수","어려워요수","북마크수","유래","이미지_URL","잔이미지_URL","등록일","수정일","v2_bases","v2_abv","v2_abvBand","taste_sweet","taste_sour","taste_bitter","taste_boozy","taste_body","taste_fizz","flavor_citrus","flavor_tropical","flavor_berry_red","flavor_stone_orchard","flavor_herbal","flavor_mint","flavor_floral","flavor_spice","flavor_coffee_choco","flavor_creamy_nutty","flavor_oak_caramel","flavor_smoky","flavor_anise","flavor_savory","occasion_aperitif","occasion_with_meal","occasion_dessert","occasion_party","occasion_refresh","occasion_slow_sip","occasion_brunch","approachability","familiarity","complexity","polarizing","serve","allergens","recipeStatus","source","유래_출처","recipeSourceUrl","diffords_대조"
"393","피냐 베르데","Piña Verde","보통","17","19","스페셜","리큐르","","콜린스","여름","그린 샤르트뢰즈 45ml (1½ oz), 파인애플 주스 45ml (1½ oz), 코코넛 크림 22.5ml (¾ oz), 라임 주스 15ml (½ oz)","","달콤, 묵직한, 열대과일, 허브, 크리미","상쾌한, 파티","4","1. 믹싱 글라스에 얼음과 그린 샤르트뢰즈 45ml (1½ oz), 파인애플 주스 45ml (1½ oz), 코코넛 크림 22.5ml (¾ oz), 라임 주스 15ml (½ oz)를 넣는다. / 2. 20~30초간 충분히 젓는다. / 3. 차갑게 식힌 콜린스 잔에 걸러 따른다. / 4. 민트로 가니시한다.","MANUAL","0","0","0","2000년대 후반 샌디에이고의 바텐더 에릭 카스트로가 피냐 콜라다 위에 그린 샤르트뢰즈를 띄운 데서 시작함.
이후 샤르트뢰즈를 주재료로 한 칵테일로 발전시켜, 2012년 공동 창업한 바 '폴라이트 프로비전스'의 메뉴에 올림.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pia_Verde.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_collins.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","liqueur|rum","18","2","5","2","0","3","5","0","0","5","0","0","4","0","0","0","0","3","0","0","0","0","0","0","0","2","2","0","0","3","1","5","0","long","dairy","verified","image_old","https://punchdrink.com/articles/pina-verde-chartreuse-pina-colada-modern-classic-cocktail-recipe/","https://www.diffordsguide.com/cocktails/recipe/10138/pina-verde","디포즈 가이드 반영"
"394","피카도르","Picador","강함","21","23","스트롱","테킬라","","쿠페","사계절","레포사도 테킬라 45ml (1½ oz), 쿠앵트로 22.5ml (¾ oz), 라임 주스 22.5ml (¾ oz)","","달콤, 상큼, 강한, 묵직한, 시트러스","파티","3","1. 셰이커에 얼음과 레포사도 테킬라 45ml (1½ oz), 쿠앵트로 22.5ml (¾ oz), 라임 주스 22.5ml (¾ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 차갑게 식힌 쿠페 잔에 걸러 따른다. / 3. 라임 필로 가니시한다.","MANUAL","0","0","0","마가리타보다 16년 앞선 칵테일로, 1937년 윌리엄 '빌리' 탈링의 '카페 로얄 바 북'에 처음 실렸다. 테킬라·리큐르·시트러스를 2:1:1로 맞추는 고전 비율을 그대로 쓴다. 1950년대 미국 바텐더들이 이 영국 레시피를 가져다 마가리타라는 이름을 붙였다는 견해도 있다.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Picador.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","tequila|liqueur","22","2","3","3","0","4","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","1","4","0","up","","verified","image_old","https://www.diffordsguide.com/cocktails/recipe/2191/picador","https://www.diffordsguide.com/cocktails/recipe/2191/picador","디포즈 가이드 반영"
"395","핌스 컵","Pimm's Cup","약함","5","7","라이트","리큐르","","콜린스","여름","핌스 No.1 45ml (1½ oz), 오렌지·레몬·오이 슬라이스, 딸기 2개, 레모네이드 60ml (2 oz), 진저 에일 75ml (2½ oz)","","달콤, 탄산, 허브, 시트러스","상쾌한, 브런치, 파티","3","1. 콜린스 잔에 얼음을 채운다. / 2. 핌스 No.1 45ml (1½ oz), 오렌지·레몬·오이 슬라이스, 딸기 2개, 레모네이드 60ml (2 oz), 진저 에일 75ml (2½ oz)를 붓고 바 스푼으로 가볍게 젓는다. / 3. 민트로 가니시한다.","MANUAL","0","0","0","1823년 런던 시티에서 굴 요리점을 운영하던 제임스 핌이 허브와 리큐르를 섞은 진 베이스 소화제를 '넘버 원 컵'이라는 작은 잔에 담아 판 데서 시작됨.
이후 레모네이드와 과일을 넣은 핌스 컵이 영국 여름 행사의 대표 음료가 됨.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pimms_Cup.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_collins.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","liqueur","6","0","3","2","0","1","1","4","3","0","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","3","3","0","3","5","3","2","0","long","","verified","image_old","https://en.wikipedia.org/wiki/Pimm%27s","https://www.diffordsguide.com/cocktails/recipe/1523/pimms-cup-or-classic-pimms","디포즈 가이드 반영"
"396","파인애플 모히또","Pineapple Mojito","보통","12","14","스탠다드","럼","","콜린스","여름","민트 잎 12장, 골드 럼 60ml (2 oz), 리코르 43 22.5ml (¾ oz), 파인애플 주스 60ml (2 oz), 라임 주스 30ml (1 oz)","","달콤, 상큼, 탄산, 민트, 열대과일, 시트러스","상쾌한, 파티","4","1. 콜린스 잔(또는 셰이커)에 민트 잎 12장를 넣고 가볍게 으깬다. / 2. 콜린스 잔에 얼음을 채운다. / 3. 골드 럼 60ml (2 oz), 리코르 43 22.5ml (¾ oz), 파인애플 주스 60ml (2 oz), 라임 주스 30ml (1 oz)를 붓고 바 스푼으로 가볍게 젓는다. / 4. 민트로 가니시한다.","MANUAL","0","0","0","모히또 변형. 개별 창시자 기록은 없음.
모히또는 쿠바 아바나에서 사탕수수 증류주에 라임·민트를 섞은 음료에서 발전했으며, 무알코올·과일 모히또 등 변형이 많음.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pineapple_Mojito.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_collins.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","rum","13","1","4","3","0","2","1","4","3","4","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","5","3","1","0","long","","verified","image_old","https://en.wikipedia.org/wiki/Mojito","https://www.diffordsguide.com/cocktails/recipe/1537/pineapple-mojito","디포즈 가이드 반영"
"397","핑크 진","Pink Gin","강함","20","22","스트롱","진","","쿠페","사계절","올드 톰 진 60ml (2 oz), 찬물 30ml (1 oz), 앙고스투라 비터스 3 dashes, 설탕 시럽 2.5ml","","쌉싸름, 강한, 허브","식전","4","1. 믹싱 글라스에 얼음과 올드 톰 진 60ml (2 oz), 찬물 30ml (1 oz), 앙고스투라 비터스 3 dashes, 설탕 시럽 2.5ml를 넣는다. / 2. 20~30초간 충분히 젓는다. / 3. 차갑게 식힌 쿠페 잔에 걸러 따른다. / 4. 레몬 필로 가니시한다.","MANUAL","0","0","0","영국 해군이 1824년부터 뱃멀미 약으로 쓰던 앙고스투라 비터스를 마시기 쉽게 하려고 플리머스 진에 섞은 데서 유래함.
해군을 통해 영국 본토 바로 퍼졌고, 1870년대에는 영국의 고급 바에서 흔히 내는 술이 됨.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pink_Gin.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","gin","21","2","1","0","3","3","1","0","0","0","0","0","4","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","1","3","3","0","up","","verified","image_old","https://en.wikipedia.org/wiki/Pink_gin","https://www.diffordsguide.com/cocktails/recipe/1544/pink-gin","디포즈 가이드 반영"
"398","핑크 레이디","Pink Lady","보통","16","18","스탠다드","진","","쿠페","봄","진 45ml (1½ oz), 애플잭 15ml (½ oz), 레몬 주스 22.5ml (¾ oz), 리치 설탕 시럽 12.5ml, 그레나딘 5ml, 계란 흰자 15ml","","달콤, 상큼, 묵직한, 베리, 시트러스","파티, 식전","4","1. 셰이커에 진 45ml (1½ oz), 애플잭 15ml (½ oz), 레몬 주스 22.5ml (¾ oz), 리치 설탕 시럽 12.5ml, 그레나딘 5ml, 계란 흰자 15ml를 넣고 얼음 없이 10초간 드라이 셰이킹한다. / 2. 얼음을 넣고 15초간 다시 강하게 셰이킹한다. / 3. 차갑게 식힌 쿠페 잔에 걸러 따른다. / 4. 마라스키노 체리로 가니시한다.","MANUAL","0","0","0","정확한 기원은 불분명하며, 이름은 1911년 브로드웨이 뮤지컬 「핑크 레이디」나 그 주연 배우 헤이즐 던에서 왔다는 설이 있음.
금주법 시대(1920~1933) 뉴올리언스 서던 요트 클럽에서 인기를 얻었는데, 달콤한 맛이 밀주 진의 거친 맛을 가려줬기 때문으로 알려짐.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pink_Lady.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","gin","17","2","4","3","0","3","3","0","3","0","3","1","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","4","3","3","0","up","egg","verified","image_old","https://en.wikipedia.org/wiki/Pink_Lady_(cocktail)","https://www.diffordsguide.com/cocktails/recipe/1548/pink-lady","디포즈 가이드 반영"
"399","핑크 럼 피즈","Pink Rum Fizz","보통","11","13","스탠다드","럼","","하이볼","여름","화이트 럼 45ml (1½ oz), 라즈베리 시럽 15ml (½ oz), 라임 주스 20ml (⅔ oz), 탄산수 적당량(약 90ml)","","달콤, 상큼, 탄산, 베리, 시트러스","파티, 상쾌한","4","1. 하이볼에 얼음을 채운다. / 2. 화이트 럼 45ml (1½ oz), 라즈베리 시럽 15ml (½ oz), 라임 주스 20ml (⅔ oz)를 붓는다. / 3. 탄산수 적당량(약 90ml)로 채우고 바 스푼으로 가볍게 한 번 젓는다. / 4. 라임 휠로 가니시한다.","AUTO","0","0","0","사워에 탄산수를 더하는 피즈 계열 칵테일. 개별 창시자 기록은 없음.
피즈는 사워 계열에서 파생되어 1900~1940년대 미국에서 크게 유행함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pink_Rum_Fizz.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_highball.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","rum","12","1","4","3","0","1","2","4","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","5","1","1","0","long","","verified","image_old","https://en.wikipedia.org/wiki/Fizz_(cocktail)","","디포즈 미수록 (onz 오리지널)"
"400","피스코 구아바","Pisco Guava","보통","13","15","스탠다드","피스코","","쿠페","여름","피스코 45ml (1½ oz), 구아바 주스 30ml (1 oz), 라임 주스 20ml (⅔ oz), 설탕 시럽 15ml (½ oz)","","달콤, 상큼, 묵직한, 열대과일, 시트러스","상쾌한, 파티","3","1. 셰이커에 얼음과 피스코 45ml (1½ oz), 구아바 주스 30ml (1 oz), 라임 주스 20ml (⅔ oz), 설탕 시럽 15ml (½ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 차갑게 식힌 쿠페에 걸러 따른다. / 3. 라임 휠로 가니시한다.","AUTO","0","0","0","페루와 칠레의 증류주 피스코에 구아바 넥타와 라임을 더한 열대풍 사워다. 피스코 사워의 골격에 구아바를 얹어 산미를 부드럽게 만든 형태다. 남미 과일 향과 포도 증류주의 향이 맞물린다.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Pisco_Guava.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","pisco","14","1","4","3","0","1","3","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","4","1","2","0","up","","verified","image_old","","","디포즈 미수록 (onz 오리지널)"
"401","플라야 선셋","Playa Sunset","보통","11","13","스탠다드","테킬라","","록스","여름","테킬라 45ml (1½ oz), 오렌지 주스 30ml (1 oz), 라임 주스 20ml (⅔ oz), 그레나딘 10ml (⅓ oz)","","달콤, 상큼, 시트러스, 열대과일","상쾌한, 파티","3","1. 셰이커에 얼음과 테킬라 45ml (1½ oz), 오렌지 주스 30ml (1 oz), 라임 주스 20ml (⅔ oz), 그레나딘 10ml (⅓ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 큰 얼음을 넣은 록스에 걸러 따른다. / 3. 라임 휠로 가니시한다.","AUTO","0","0","0","플라야의 노을빛을 그러데이션으로 표현한 onz 오리지널 칵테일.
테킬라, 오렌지 주스, 라임 주스를 써서 진한 단맛과 산뜻한 산미가 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Playa_Sunset.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","tequila","12","1","4","3","0","1","2","0","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","5","1","1","0","rocks","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"402","매실 소주 칵테일","Plum Soju Cocktail","보통","9","11","스탠다드","소주","","록스","가을","소주 45ml (1½ oz), 매실청 20ml (⅔ oz), 레몬 주스 20ml (⅔ oz), 탄산수 적당량(약 90ml)","","달콤, 상큼, 탄산, 과일향","파티, 식사와 함께","3","1. 셰이커에 얼음과 소주 45ml (1½ oz), 매실청 20ml (⅔ oz), 레몬 주스 20ml (⅔ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 큰 얼음을 넣은 록스에 걸러 따른다. / 3. 탄산수 적당량(약 90ml)로 채운다.","AUTO","0","0","0","소주에 과일·탄산 등을 섞은 현대식 소주 칵테일. 개별 창시자 기록은 없음.
소주는 13세기 고려 시대 몽골을 통해 증류 기술이 들어오며 시작되었고, 최근 과일 소주 등 섞어 마시는 방식이 젊은 층에서 인기.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Plum_Soju_Cocktail.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_rocks.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","soju","10","1","4","3","0","1","1","4","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","5","3","1","0","rocks","","verified","image_old","https://en.wikipedia.org/wiki/Soju","","디포즈 미수록 (onz 오리지널)"
"403","매실주 칵테일","Plum Wine Cocktail","보통","9","11","스탠다드","와인","","쿠페","가을","매실주 90ml (3 oz), 레몬 주스 20ml (⅔ oz), 탄산수 적당량(약 90ml)","","달콤, 묵직한, 과일향","식사와 함께","3","1. 셰이커에 얼음과 매실주 90ml (3 oz), 레몬 주스 20ml (⅔ oz)를 넣고 15초간 강하게 셰이킹한다. / 2. 차갑게 식힌 쿠페에 걸러 따른다. / 3. 탄산수 적당량(약 90ml)로 채운다.","AUTO","0","0","0","매실주로 만드는 칵테일. 개별 창시자 기록은 없음.
매실주는 정확한 기원은 분명하지 않으나 고려 시대(918~1392)까지 거슬러 올라가는 것으로 여겨짐.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Plum_Wine_Cocktail.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_coupe.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","wine","10","1","4","2","0","1","3","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","0","4","2","1","0","up","","verified","image_old","https://en.wikipedia.org/wiki/Maesil-ju","","디포즈 미수록 (onz 오리지널)"
"404","프리에즈카","Priezka","보통","13","15","스탠다드","진","","하이볼","여름","진 45ml (1½ oz), 라임 주스 20ml (⅔ oz), 허브 시럽 15ml (½ oz), 탄산수 적당량(약 90ml)","","달콤, 상큼, 탄산, 시트러스, 허브","상쾌한","4","1. 하이볼에 얼음을 채운다. / 2. 진 45ml (1½ oz), 라임 주스 20ml (⅔ oz), 허브 시럽 15ml (½ oz)를 붓는다. / 3. 탄산수 적당량(약 90ml)로 채우고 바 스푼으로 가볍게 한 번 젓는다. / 4. 라임 휠로 가니시한다.","AUTO","0","0","0","시트러스를 앞세워 구성한 onz 오리지널 칵테일.
진, 라임 주스, 허브 시럽를 써서 톡 쏘는 탄산, 은은한 단맛과 산뜻한 산미가 어우러지는 맛. 사진 속 색과 가니시를 기준으로 재료를 정함.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Priezka.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_highball.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","gin","14","1","3","3","0","1","2","4","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","1","1","0","long","","needs_review","image_old","","","디포즈 미수록 (onz 오리지널)"
"405","프린스 오브 웨일스","Prince of Wales","보통","15","17","스페셜","위스키","","플루트","가을","라이 위스키 30ml (1 oz), 마라스키노 5ml (⅙ oz), 앙고스투라 비터스 1 dash, 파인애플 1조각, 설탕 ½ tsp, 샴페인 적당량(약 60ml)","","달콤, 강한, 탄산, 오크·캐러멜","파티, 식전","5","1. 셰이커에 파인애플 1조각과 설탕 ½ tsp를 넣고 가볍게 으깬다. / 2. 얼음과 라이 위스키 30ml (1 oz), 마라스키노 5ml (⅙ oz), 앙고스투라 비터스 1 dash를 넣고 셰이킹한다. / 3. 차갑게 식힌 플루트에 걸러 따른다. / 4. 샴페인으로 채운다. / 5. 레몬 필로 가니시한다.","AUTO","0","0","0","훗날 영국 국왕 에드워드 7세가 되는 앨버트 에드워드 왕세자가 직접 만든 칵테일로 전해짐.
작자 미상의 전기 『에드워드 7세의 사생활』에 라이 위스키·파인애플·앙고스투라·마라스키노·샴페인 레시피가 기록되어 있음.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Prince_of_Wales.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_flute.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","whiskey|sparkling|liqueur","16","2","3","0","2","3","2","4","1","0","0","0","2","0","0","0","0","0","3","0","0","0","2","0","0","2","0","0","0","3","1","4","0","up","","verified","image_old","https://en.wikipedia.org/wiki/Prince_of_Wales_(cocktail)","","디포즈 미수록 (onz 오리지널)"
"406","프로세코 스프리츠","Prosecco Spritz","약함","8","10","라이트","와인","","와인 글라스","사계절","프로세코 90ml (3 oz), 탄산수 60ml (2 oz), 아페리티보 리큐르 30ml (1 oz)","","달콤, 탄산, 시트러스","식전, 브런치","3","1. 와인 글라스 잔에 얼음을 채운다. / 2. 프로세코 90ml (3 oz), 탄산수 60ml (2 oz), 아페리티보 리큐르 30ml (1 oz)를 붓고 바 스푼으로 가볍게 젓는다. / 3. 오렌지 슬라이스로 가니시한다.","MANUAL","0","0","0","베네토 지방에서 굳어진 3:2:1 비율(프로세코 3, 탄산수 2, 리큐르 1)을 따르는 이탈리아식 식전주다. 19세기 오스트리아 주둔군이 현지 와인에 물을 타 마시던 관습에서 '스프리츠'라는 이름이 나왔다. 프로세코만으로 가볍게 만들면 도수가 낮아 낮술이나 브런치에 어울린다.","https://raw.githubusercontent.com/rlaaudgjs2/onz-cocktail-images/main/cocktail_image_file/old/onz_cocktail_Prosecco_Spritz.webp","http://onz-cocktail.kr/uploads/glasses/onz_glasstype_wine_glass.webp","2026-09-22 12:00:00","2026-09-22 12:00:00","sparkling|liqueur","9","1","3","1","2","1","1","4","4","0","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","5","3","1","0","long","","verified","image_old","https://www.diffordsguide.com/cocktails/recipe/3355/raspberry-frangipane-spritz","https://www.diffordsguide.com/cocktails/recipe/3355/raspberry-frangipane-spritz","디포즈 가이드 반영"
